power,Ws,relay,temperature,time
0,0,False,25.1,2022-12-21 09:42:56.219968
0,3.3,True,25.1,2022-12-21 09:42:57.670001
0,0,True,25.1,2022-12-21 09:42:58.822412
0,0,True,25.1,2022-12-21 09:42:59.906999
0,0,True,25.1,2022-12-21 09:43:01.022808
0,0,True,25.1,2022-12-21 09:43:02.168313
0,0,True,25.1,2022-12-21 09:43:03.247245
0,0,True,25.1,2022-12-21 09:43:04.354119
0,0,True,25.1,2022-12-21 09:43:05.445193
0,0,True,25.1,2022-12-21 09:43:06.515844
0,0,True,25.1,2022-12-21 09:43:07.589659
0,0,True,25.1,2022-12-21 09:43:08.968970
1219.5,315.8,True,25.1,2022-12-21 09:43:10.430222
1218.7,1217.6,True,25.1,2022-12-21 09:43:11.508482
1218,1219.4,True,25.1,2022-12-21 09:43:12.760624
1217.2,1217.1,True,25.1,2022-12-21 09:43:13.903953
1217.2,1216.6,True,25.1,2022-12-21 09:43:15.026455
1216.5,1216.8,True,25.1,2022-12-21 09:43:16.121021
1214.2,1215.6,True,25.1,2022-12-21 09:43:17.197851
1213.4,1213.3,True,25.1,2022-12-21 09:43:20.421647
1213.4,1213.7,True,25.1,2022-12-21 09:43:21.493805
1214.2,1212.8,True,25.1,2022-12-21 09:43:22.567396
1212.7,1212.4,True,25.1,2022-12-21 09:43:23.648445
1211.2,1212.9,True,25.1,2022-12-21 09:43:24.735241
1209.7,1209.5,True,25.1,2022-12-21 09:43:26.133883
1210.4,1210.7,True,25.1,2022-12-21 09:43:27.234635
1209,1208.2,True,25.1,2022-12-21 09:43:28.379005
1207.5,1208.1,True,25.1,2022-12-21 09:43:29.459865
1203.8,1205,True,25.1,2022-12-21 09:43:30.838199
147.9,797.2,True,25.1,2022-12-21 09:43:31.904147
147.9,0,True,25.1,2022-12-21 09:43:32.979420
147.9,0,True,25.1,2022-12-21 09:43:34.055900
0,0,True,25.1,2022-12-21 09:43:35.134341
0,0,True,25.2,2022-12-21 09:43:36.225888
0,0,True,25.2,2022-12-21 09:43:37.314006
0,0,True,25.2,2022-12-21 09:43:38.394909
0,0,True,25.2,2022-12-21 09:43:39.468674
0,0,True,25.2,2022-12-21 09:43:40.553841
0,0,True,25.2,2022-12-21 09:43:41.661932
0,0,True,25.2,2022-12-21 09:43:42.899168
0,0,True,25.2,2022-12-21 09:43:43.998327
0,0,True,25.2,2022-12-21 09:43:45.079037
0,0,True,25.1,2022-12-21 09:43:46.312364
0,0,True,25.1,2022-12-21 09:43:47.397653
0,0,True,25.1,2022-12-21 09:43:48.789714
0,0,True,25.1,2022-12-21 09:43:49.868164
0,0,True,25.1,2022-12-21 09:43:51.341330
0,0,True,25.1,2022-12-21 09:43:52.429748
0,0,True,25.1,2022-12-21 09:43:53.521619
0,0,True,25.1,2022-12-21 09:43:54.601998
0,0,True,25.2,2022-12-21 09:43:55.706685
0,0,True,25.2,2022-12-21 09:43:56.790304
0,0,True,25.2,2022-12-21 09:43:57.961637
0,0,True,25.2,2022-12-21 09:43:59.041137
0,0,True,25.2,2022-12-21 09:44:00.114486
0,0,True,25.2,2022-12-21 09:44:01.202307
0,0,True,25.2,2022-12-21 09:44:02.279965
0,0,True,25.2,2022-12-21 09:44:03.351686
0,0,True,25.2,2022-12-21 09:44:04.446985
0,0,True,25.3,2022-12-21 09:44:05.527721
0,0,True,25.3,2022-12-21 09:44:06.613980
0,0,True,25.3,2022-12-21 09:44:07.695559
0,0,True,25.3,2022-12-21 09:44:08.773462
0,0,True,25.3,2022-12-21 09:44:09.849128
0,0,True,25.3,2022-12-21 09:44:10.928042
0,0,True,25.3,2022-12-21 09:44:12.010965
0,0,True,25.3,2022-12-21 09:44:13.115258
0,0,True,25.3,2022-12-21 09:44:14.203478
0,0,True,25.3,2022-12-21 09:44:15.282529
0,0,True,25.3,2022-12-21 09:44:16.666447
0,0,True,25.3,2022-12-21 09:44:17.736290
0,0,True,25.3,2022-12-21 09:44:18.827778
0,0,True,25.3,2022-12-21 09:44:20.508811
0,0,True,25.3,2022-12-21 09:44:21.590804
0,0,True,25.3,2022-12-21 09:44:22.672827
0,0,True,25.3,2022-12-21 09:44:23.768207
0,0,True,25.3,2022-12-21 09:44:24.872571
0,0,True,25.3,2022-12-21 09:44:25.954141
0,0,True,25.3,2022-12-21 09:44:27.037033
0,0,True,25.3,2022-12-21 09:44:28.205577
0,0,True,25.3,2022-12-21 09:44:29.283540
0,0,True,25.3,2022-12-21 09:44:30.385267
0,0,True,25.3,2022-12-21 09:44:31.477954
0,0,True,25.3,2022-12-21 09:44:32.853229
0,0,True,25.3,2022-12-21 09:44:33.945763
0,0,True,25.3,2022-12-21 09:44:35.032642
0,0,True,25.3,2022-12-21 09:44:36.119004
0,0,True,25.3,2022-12-21 09:44:37.211350
0,0,True,25.3,2022-12-21 09:44:38.289250
0,0,True,25.3,2022-12-21 09:44:39.381497
0,0,True,25.3,2022-12-21 09:44:40.456364
0,0,True,25.3,2022-12-21 09:44:41.539088
0,0,True,25.3,2022-12-21 09:44:42.652354
0,0,True,25.3,2022-12-21 09:44:43.748097
0,0,True,25.3,2022-12-21 09:44:44.829187
0,0,True,25.3,2022-12-21 09:44:45.904043
0,0,True,25.3,2022-12-21 09:44:46.983227
0,0,True,25.3,2022-12-21 09:44:48.377788
0,0,True,25.3,2022-12-21 09:44:49.454359
0,0,True,25.3,2022-12-21 09:44:50.530997
0,0,True,25.3,2022-12-21 09:44:51.610843
0,0,True,25.3,2022-12-21 09:44:52.689311
0,0,True,25.3,2022-12-21 09:44:54.070635
0,0,True,25.3,2022-12-21 09:44:55.148745
