power,Ws,relay,temperature,time
0,0,False,27.7,22:03:24
0,0,True,27.7,22:03:29
0,0,True,27.7,22:03:34
0,0,True,27.7,22:03:39
0,0,True,27.7,22:03:44
0,0,True,27.8,22:03:49
0,0,True,27.8,22:03:54
2183.7,1913.9,True,27.7,22:03:59
2171.6,2177.1,True,27.7,22:04:05
2171.6,2169.4,True,27.7,22:04:10
2166.8,2168.9,True,27.7,22:04:15
2174,2168.4,True,27.7,22:04:20
2166.8,2164.1,True,27.7,22:04:25
2164.4,2163.9,True,27.7,22:04:30
2166.8,2162.8,True,27.7,22:04:35
2164.4,2162.2,True,27.6,22:04:41
2164.4,2165.6,True,27.6,22:04:46
2169.2,2163.9,True,27.7,22:04:51
2162,2161.3,True,27.7,22:04:56
2154.9,2158.1,True,27.6,22:05:01
2157.3,2153.2,True,27.6,22:05:06
2154.9,2155,True,27.8,22:05:11
2159.6,2154.1,True,27.8,22:05:16
2157.3,2156.7,True,27.8,22:05:21
2157.3,2155.2,True,27.8,22:05:27
2159.6,2154.3,True,27.8,22:05:32
2154.9,2154.3,True,27.9,22:05:37
2152.5,2151.8,True,27.9,22:05:42
2157.3,2151.6,True,28,22:05:47
2152.5,2152.4,True,28,22:05:52
2154.9,2153.2,True,28,22:05:57
2154.9,2152.3,True,28,22:06:02
2154.9,2153.6,True,28.1,22:06:07
2154.9,2153.1,True,28.1,22:06:13
2154.9,2151.7,True,28.3,22:06:18
2150.2,2150.5,True,28.3,22:06:23
2150.2,2147.3,True,28.3,22:06:28
2154.9,2149.5,True,28.3,22:06:33
2154.9,2153.8,True,28.3,22:06:38
2157.3,2154.3,True,28.3,22:06:43
2157.3,2154.6,True,28.5,22:06:49
2154.9,2156.9,True,28.5,22:06:54
2154.9,2152.6,True,28.6,22:06:59
69.6,1718.2,True,28.6,22:07:04
0,0,True,28.7,22:07:09
0,0,True,28.7,22:07:15
0,0,True,28.8,22:07:20
0,0,True,28.8,22:07:25
0,0,True,29,22:07:30
0,0,True,29,22:07:35
0,0,True,29,22:07:40
0,0,True,29,22:07:45
0,0,True,29.1,22:07:50
0,0,True,29.1,22:07:55
0,0,True,29.1,22:08:01
0,0,True,29.1,22:08:06
0,0,True,29.2,22:08:11
0,0,True,29.2,22:08:16
0,0,True,29.3,22:08:21
0,0,True,29.3,22:08:26
0,0,True,29.3,22:08:31
0,0,True,29.4,22:08:36
0,0,True,29.4,22:08:41
0,0,True,29.5,22:08:47
0,0,True,29.5,22:08:52
0,0,True,29.5,22:08:57
0,0,True,29.5,22:09:02
0,0,True,29.5,22:09:07
0,0,True,29.5,22:09:13
0,0,True,29.6,22:09:18
0,0,True,29.6,22:09:23
0,0,True,29.6,22:09:28
0,0,True,29.6,22:09:33
0,0,True,29.6,22:09:38
0,0,True,29.6,22:09:43
0,0,True,29.7,22:09:48
0,0,True,29.7,22:09:53
0,0,True,29.6,22:09:58
0,0,True,29.6,22:10:04
0,0,True,29.7,22:10:09
0,0,True,29.7,22:10:14
0,0,True,29.7,22:10:19
0,0,True,29.7,22:10:24
0,0,True,29.6,22:10:29
0,0,True,29.6,22:10:34
0,0,True,29.7,22:10:39
0,0,True,29.7,22:10:44
0,0,True,29.7,22:10:50
0,0,True,29.7,22:10:55
0,0,True,29.6,22:11:00
0,0,True,29.6,22:11:06
0,0,True,29.7,22:11:11
0,0,True,29.7,22:11:16
0,0,True,29.7,22:11:21
0,0,True,29.7,22:11:26
0,0,True,29.7,22:11:31
0,0,True,29.7,22:11:36
0,0,True,29.6,22:11:41
0,0,True,29.6,22:11:46
0,0,True,29.7,22:11:51
0,0,True,29.7,22:11:56
0,0,True,29.7,22:12:02
0,0,True,29.6,22:12:07
0,0,True,29.6,22:12:12
0,0,True,29.6,22:12:17
0,0,True,29.6,22:12:22
0,0,True,29.7,22:12:27
0,0,True,29.7,22:12:35
0,0,True,29.6,22:12:40
0,0,True,29.6,22:12:45
0,0,True,29.6,22:12:50
0,0,True,29.6,22:12:55
0,0,True,29.6,22:13:00
0,0,True,29.6,22:13:05
0,0,True,29.6,22:13:10
0,0,True,29.6,22:13:15
0,0,True,29.6,22:13:21
