power,Ws,relay,temperature,time
18.7,17,True,26.2,2022-12-22 20:16:35.575394
18.7,17.3,True,26.2,2022-12-22 20:16:36.139978
18.9,20.7,True,26.2,2022-12-22 20:16:36.705079
18.8,17.4,True,26.2,2022-12-22 20:16:37.269982
18.7,20.6,True,26.2,2022-12-22 20:16:37.840605
19,17.2,True,26.2,2022-12-22 20:16:38.422506
18.7,19.9,True,26.2,2022-12-22 20:16:39.000505
18.7,19.9,True,26.2,2022-12-22 20:16:39.586418
18.8,17.4,True,26.2,2022-12-22 20:16:40.175450
18.8,20,True,26.2,2022-12-22 20:16:40.740723
18.6,16.6,True,26.2,2022-12-22 20:16:41.334279
18.7,19.7,True,26.2,2022-12-22 20:16:41.927719
18.7,16.9,True,26.2,2022-12-22 20:16:42.511572
18.8,20.5,True,26.2,2022-12-22 20:16:43.078092
18.7,17.3,True,26.2,2022-12-22 20:16:43.642832
18.6,20.4,True,26.2,2022-12-22 20:16:44.216247
18.5,18.4,True,26.2,2022-12-22 20:16:46.988748
18.5,20.1,True,26.2,2022-12-22 20:16:47.562366
18.5,17.3,True,26.2,2022-12-22 20:16:48.125307
18.5,17.1,True,26.2,2022-12-22 20:16:48.696531
18.5,20.5,True,26.3,2022-12-22 20:16:49.275000
18.6,16.9,True,26.3,2022-12-22 20:16:49.848625
18.6,20.4,True,26.3,2022-12-22 20:16:50.420955
18.4,17.4,True,26.3,2022-12-22 20:16:50.982420
18.4,17,True,26.3,2022-12-22 20:16:51.564490
18.6,20.7,True,26.3,2022-12-22 20:16:52.133475
18.4,16.6,True,26.3,2022-12-22 20:16:52.723290
18.7,19.6,True,26.3,2022-12-22 20:16:53.320394
18.4,17.5,True,26.3,2022-12-22 20:16:53.887252
18.4,20.3,True,26.3,2022-12-22 20:16:54.462474
18.5,17.2,True,26.3,2022-12-22 20:16:55.031676
18.4,20.7,True,26.3,2022-12-22 20:16:55.595848
18.5,16.7,True,26.3,2022-12-22 20:16:56.185105
18.5,20.1,True,26.3,2022-12-22 20:16:56.770576
18.3,16.6,True,26.3,2022-12-22 20:16:57.362078
18.5,17.2,True,26.3,2022-12-22 20:16:57.929053
18.2,20.5,True,26.3,2022-12-22 20:16:58.502325
18.3,16.8,True,26.3,2022-12-22 20:16:59.082668
18.4,19.3,True,26.3,2022-12-22 20:16:59.690102
18.3,17,True,26.3,2022-12-22 20:17:00.268098
18.3,19.6,True,26.3,2022-12-22 20:17:00.865238
18.4,19.2,True,26.3,2022-12-22 20:17:01.476444
18.3,15.9,True,26.3,2022-12-22 20:17:02.094448
18.3,19.2,True,26.3,2022-12-22 20:17:02.701771
18.4,17.2,True,26.3,2022-12-22 20:17:03.271548
18.2,20.5,True,26.3,2022-12-22 20:17:03.842618
18.3,16.2,True,26.3,2022-12-22 20:17:04.446456
18.1,19.6,True,26.3,2022-12-22 20:17:05.049065
18.3,19.7,True,26.3,2022-12-22 20:17:05.653952
18.1,16.3,True,26.3,2022-12-22 20:17:06.249740
18.2,19.6,True,26.3,2022-12-22 20:17:06.845323
18.3,18.4,True,26.3,2022-12-22 20:17:07.481771
18.2,15.9,True,26.3,2022-12-22 20:17:08.134627
18.3,18.8,True,26.3,2022-12-22 20:17:08.726049
18.1,19.1,True,26.3,2022-12-22 20:17:09.343218
18.2,17.9,True,26.3,2022-12-22 20:17:09.999698
